query_id,filter_expr,chosen_strategy,chosen_index,actual_recall,latency_ms,fallback
q_00346,"age ∈ [20,60] AND gender = 'M'",root search,root,0.963,0.87,否
q_00347,"age ∈ [20,60] AND gender = 'M'",root search,root,0.966,0.55,否
q_00348,city = 'Beijing',upward search,attr = B → root,0.926,1.38,否
q_00349,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.945,0.72,否
q_00350,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.98,0.69,否
q_00351,"age ∈ [20,60] AND gender = 'M'",root search,root,0.97,1.04,否
q_00352,city = 'Beijing',upward search,attr = D → root,0.937,1.28,否
q_00353,city = 'Beijing',covering search,attr = country,0.948,1.0,否
q_00354,"age ∈ [20,60] AND gender = 'M'",upward search,attr = B → root,0.933,0.39,否
q_00355,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.966,2.44,是
q_00356,"age ∈ [20,60] AND attr = 'D'",root search,root,0.927,0.51,否
q_00357,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.924,1.29,否
q_00358,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.958,0.95,否
q_00359,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.92,0.66,否
q_00360,city = 'Beijing',covering search,attr = country,0.96,0.88,否
q_00361,rare_tag = 'X' AND attr = 'Z',root search,root,0.953,1.22,否
q_00362,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.972,0.26,否
q_00363,"age ∈ [20,60] AND attr = 'D'",root search,root,0.935,0.22,否
q_00364,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.964,1.02,否
q_00365,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.928,0.66,否
q_00366,"age ∈ [20,60] AND country = 'US'",root search,root,0.931,1.21,否
q_00367,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.958,1.25,否
q_00368,department = 'R&D',root search,root,0.977,0.25,否
q_00369,department = 'R&D',root search,root,0.932,0.25,否
q_00370,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.957,5.26,是
q_00371,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.931,0.66,否
q_00372,department = 'R&D',upward search,attr = B → root,0.936,1.24,否
q_00373,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.946,1.44,否
q_00374,city = 'Beijing',root search,root,0.95,0.85,否
q_00375,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.948,2.33,是
q_00376,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.98,0.43,否
q_00377,"age ∈ [20,60] AND gender = 'M'",root search,root,0.925,1.06,否
q_00378,rare_tag = 'X' AND attr = 'Z',root search,root,0.963,0.42,否
q_00379,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.964,1.39,否
q_00380,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.958,1.23,否
q_00381,"age ∈ [20,60] AND country = 'US'",root search,root,0.958,0.67,否
q_00382,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.977,0.39,否
q_00383,department = 'R&D',covering search,attr = income,0.922,0.29,否
q_00384,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.943,0.94,否
q_00385,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.977,0.68,否
q_00386,rare_tag = 'X' AND attr = 'Z',upward search,attr = D → root,0.952,0.72,否
q_00387,city = 'Beijing',covering search,attr = age,0.922,0.44,否
q_00388,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.936,0.54,否
q_00389,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.962,1.5,否
q_00390,city = 'Beijing',root search,root,0.971,0.79,否
q_00391,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.969,1.46,否
q_00392,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.954,2.26,是
q_00393,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.963,1.41,否
q_00394,department = 'R&D',covering search,attr = income,0.951,0.36,否
q_00395,city = 'Beijing',root search,root,0.934,0.84,否
q_00396,rare_tag = 'X' AND attr = 'Z',root search,root,0.942,1.24,否
q_00397,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.924,0.72,否
q_00398,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.945,0.73,否
q_00399,city = 'Beijing',covering search,attr = income,0.959,0.78,否
q_00400,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.973,1.21,否
q_00401,city = 'Beijing',covering search,attr = age,0.946,1.38,否
q_00402,"age ∈ [20,60] AND gender = 'M'",root search,root,0.951,0.6,否
q_00403,"age ∈ [20,60] AND country = 'US'",root search,root,0.934,1.43,否
q_00404,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.935,1.03,否
q_00405,city = 'Beijing',covering search,attr = country,0.938,0.89,否
q_00406,city = 'Beijing',covering search,attr = country,0.976,0.4,否
q_00407,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.94,1.4,否
q_00408,department = 'R&D',root search,root,0.922,0.26,否
q_00409,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.959,1.2,否
q_00410,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.95,1.02,否
q_00411,"age ∈ [20,60] AND attr = 'D'",root search,root,0.949,1.25,否
q_00412,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.924,0.28,否
q_00413,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.932,0.99,否
q_00414,"age ∈ [20,60] AND country = 'US'",root search,root,0.939,1.48,否
q_00415,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.928,0.68,否
q_00416,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.948,0.55,否
q_00417,"age ∈ [20,60] AND gender = 'M'",root search,root,0.923,1.43,否
q_00418,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.978,1.37,否
q_00419,rare_tag = 'X' AND attr = 'Z',upward search,attr = B → root,0.931,0.41,否
q_00420,"income ∈ [50k, 100k] AND hobby = 'Music'",brute-force fallback,N/A,0.964,3.23,是
q_00421,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.95,1.46,否
q_00422,"age ∈ [20,60] AND attr = 'D'",root search,root,0.923,0.57,否
q_00423,department = 'R&D',covering search,attr = country,0.96,0.57,否
q_00424,"age ∈ [20,60] AND gender = 'M'",root search,root,0.946,1.35,否
q_00425,department = 'R&D',covering search,attr = income,0.942,0.72,否
q_00426,city = 'Beijing',covering search,attr = income,0.953,0.3,否
q_00427,department = 'R&D',covering search,attr = country,0.937,1.49,否
q_00428,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.979,0.71,否
q_00429,"age ∈ [20,60] AND attr = 'D'",upward search,attr = B → root,0.965,0.46,否
q_00430,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.923,0.38,否
q_00431,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.951,0.39,否
q_00432,city = 'Beijing',upward search,attr = B → root,0.976,0.61,否
q_00433,rare_tag = 'X' AND attr = 'Z',root search,root,0.964,0.59,否
q_00434,department = 'R&D',root search,root,0.951,0.84,否
q_00435,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.942,1.08,否
q_00436,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.951,5.6,是
q_00437,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.956,0.55,否
q_00438,department = 'R&D',covering search,attr = country,0.955,1.14,否
q_00439,city = 'Beijing',covering search,attr = country,0.958,1.01,否
q_00440,city = 'Beijing',upward search,attr = D → root,0.922,1.43,否
q_00441,"age ∈ [20,60] AND gender = 'M'",root search,root,0.946,0.74,否
q_00442,city = 'Beijing',covering search,attr = income,0.95,0.99,否
q_00443,department = 'R&D',covering search,attr = country,0.964,1.12,否
q_00444,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.98,0.82,否
q_00445,city = 'Beijing',root search,root,0.948,0.89,否
q_00446,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.961,1.24,否
q_00447,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.932,0.52,否
q_00448,city = 'Beijing',covering search,attr = income,0.966,1.12,否
q_00449,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.949,0.93,否
q_00450,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.949,2.49,是
q_00451,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.969,1.44,否
q_00452,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.937,1.13,否
q_00453,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.959,1.17,否
q_00454,department = 'R&D',root search,root,0.952,1.41,否
q_00455,city = 'Beijing',covering search,attr = age,0.957,0.96,否
q_00456,"age ∈ [20,60] AND country = 'US'",root search,root,0.974,0.49,否
q_00457,"age ∈ [20,60] AND gender = 'M'",root search,root,0.945,1.13,否
q_00458,department = 'R&D',root search,root,0.928,1.45,否
q_00459,city = 'Beijing',brute-force fallback,N/A,0.958,5.74,是
q_00460,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.965,0.57,否
q_00461,"age ∈ [20,60] AND gender = 'M'",root search,root,0.974,0.32,否
q_00462,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.963,1.42,否
q_00463,city = 'Beijing',upward search,attr = B → root,0.973,0.43,否
q_00464,department = 'R&D',brute-force fallback,N/A,0.957,3.98,是
q_00465,department = 'R&D',brute-force fallback,N/A,0.994,5.51,是
q_00466,rare_tag = 'X' AND attr = 'Z',root search,root,0.956,1.41,否
q_00467,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.979,0.91,否
q_00468,city = 'Beijing',covering search,attr = country,0.948,0.45,否
q_00469,city = 'Beijing',root search,root,0.964,1.04,否
q_00470,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.94,0.58,否
q_00471,city = 'Beijing',covering search,attr = age,0.957,1.03,否
q_00472,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.951,0.31,否
q_00473,city = 'Beijing',covering search,attr = age,0.949,1.42,否
q_00474,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.934,1.18,否
q_00475,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.97,4.29,是
q_00476,"age ∈ [20,60] AND attr = 'D'",root search,root,0.962,0.28,否
q_00477,"age ∈ [20,60] AND attr = 'D'",root search,root,0.93,1.09,否
q_00478,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.983,4.76,是
q_00479,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.957,0.48,否
q_00480,city = 'Beijing',root search,root,0.947,1.49,否
q_00481,"age ∈ [20,60] AND country = 'US'",root search,root,0.953,0.81,否
q_00482,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.966,1.08,否
q_00483,department = 'R&D',covering search,attr = age,0.952,0.89,否
q_00484,rare_tag = 'X' AND attr = 'Z',root search,root,0.927,1.28,否
q_00485,city = 'Beijing',upward search,attr = D → root,0.93,1.31,否
q_00486,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.963,0.84,否
q_00487,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.947,0.87,否
q_00488,"age ∈ [20,60] AND gender = 'M'",covering search,attr = country,0.948,1.25,否
q_00489,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.969,1.17,否
q_00490,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.941,0.28,否
q_00491,"age ∈ [20,60] AND gender = 'M'",brute-force fallback,N/A,0.998,3.89,是
q_00492,city = 'Beijing',root search,root,0.966,1.2,否
q_00493,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.997,3.5,是
q_00494,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.943,1.09,否
q_00495,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.959,0.65,否
q_00496,rare_tag = 'X' AND attr = 'Z',root search,root,0.944,0.37,否
q_00497,department = 'R&D',brute-force fallback,N/A,0.93,2.09,是
q_00498,"age ∈ [20,60] AND country = 'US'",root search,root,0.963,0.75,否
q_00499,city = 'Beijing',root search,root,0.935,0.65,否
q_00500,"age ∈ [20,60] AND country = 'US'",root search,root,0.966,0.24,否
q_00501,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.934,0.29,否
q_00502,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = country,0.96,1.33,否
q_00503,"age ∈ [20,60] AND gender = 'M'",root search,root,0.944,0.5,否
q_00504,department = 'R&D',root search,root,0.967,0.38,否
q_00505,city = 'Beijing',brute-force fallback,N/A,0.986,4.93,是
q_00506,rare_tag = 'X' AND attr = 'Z',root search,root,0.966,1.26,否
q_00507,city = 'Beijing',root search,root,0.979,0.88,否
q_00508,"age ∈ [20,60] AND attr = 'D'",covering search,attr = age,0.953,0.97,否
q_00509,city = 'Beijing',upward search,attr = B → root,0.953,0.26,否
q_00510,"age ∈ [20,60] AND country = 'US'",root search,root,0.96,1.22,否
q_00511,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.944,0.59,否
q_00512,rare_tag = 'X' AND attr = 'Z',root search,root,0.948,1.3,否
q_00513,"age ∈ [20,60] AND country = 'US'",root search,root,0.929,0.8,否
q_00514,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.978,0.92,否
q_00515,city = 'Beijing',root search,root,0.935,0.63,否
q_00516,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.971,0.32,否
q_00517,city = 'Beijing',covering search,attr = age,0.936,1.08,否
q_00518,department = 'R&D',covering search,attr = age,0.931,1.19,否
q_00519,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.949,1.33,否
q_00520,"age ∈ [20,60] AND gender = 'M'",root search,root,0.933,0.45,否
q_00521,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.975,1.1,否
q_00522,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.953,1.21,否
q_00523,rare_tag = 'X' AND attr = 'Z',root search,root,0.959,0.6,否
q_00524,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.948,1.24,否
q_00525,department = 'R&D',covering search,attr = income,0.975,0.68,否
q_00526,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.964,0.22,否
q_00527,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.963,0.58,否
q_00528,city = 'Beijing',root search,root,0.943,1.28,否
q_00529,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.94,1.19,否
q_00530,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.964,0.8,否
q_00531,"age ∈ [20,60] AND attr = 'D'",upward search,attr = D → root,0.928,0.91,否
q_00532,rare_tag = 'X' AND attr = 'Z',root search,root,0.979,1.44,否
q_00533,department = 'R&D',covering search,attr = age,0.977,1.07,否
q_00534,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = D → root,0.971,0.5,否
q_00535,"age ∈ [20,60] AND gender = 'M'",covering search,attr = age,0.95,0.69,否
q_00536,"age ∈ [20,60] AND country = 'US'",covering search,attr = country,0.975,1.06,否
q_00537,rare_tag = 'X' AND attr = 'Z',root search,root,0.953,0.22,否
q_00538,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.979,0.22,否
q_00539,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.968,1.38,否
q_00540,"age ∈ [20,60] AND gender = 'M'",root search,root,0.951,0.51,否
q_00541,"age ∈ [20,60] AND attr = 'D'",covering search,attr = income,0.936,0.72,否
q_00542,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.948,0.52,否
q_00543,"age ∈ [20,60] AND attr = 'D'",covering search,attr = country,0.97,0.3,否
q_00544,"age ∈ [20,60] AND country = 'US'",brute-force fallback,N/A,0.982,2.37,是
q_00545,rare_tag = 'X' AND attr = 'Z',root search,root,0.949,1.03,否
q_00546,"age ∈ [20,60] AND gender = 'M'",covering search,attr = income,0.971,1.04,否
q_00547,department = 'R&D',root search,root,0.978,1.36,否
q_00548,city = 'Beijing',brute-force fallback,N/A,0.945,5.47,是
q_00549,"income ∈ [50k, 100k] AND hobby = 'Music'",upward search,attr = B → root,0.923,0.3,否
q_00550,rare_tag = 'X' AND attr = 'Z',brute-force fallback,N/A,0.969,2.13,是
q_00551,"age ∈ [20,60] AND attr = 'D'",brute-force fallback,N/A,0.931,2.83,是
q_00552,department = 'R&D',root search,root,0.963,0.72,否
q_00553,city = 'Beijing',root search,root,0.954,0.94,否
q_00554,"age ∈ [20,60] AND country = 'US'",upward search,attr = B → root,0.943,1.16,否
q_00555,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.95,1.47,否
q_00556,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.934,0.3,否
q_00557,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.944,1.21,否
q_00558,"age ∈ [20,60] AND attr = 'D'",root search,root,0.967,0.79,否
q_00559,rare_tag = 'X' AND attr = 'Z',root search,root,0.976,0.76,否
q_00560,"age ∈ [20,60] AND country = 'US'",covering search,attr = income,0.925,1.0,否
q_00561,"age ∈ [20,60] AND country = 'US'",upward search,attr = D → root,0.925,0.4,否
q_00562,"age ∈ [20,60] AND country = 'US'",covering search,attr = age,0.964,0.61,否
q_00563,"age ∈ [20,60] AND gender = 'M'",root search,root,0.977,0.78,否
q_00564,"age ∈ [20,60] AND gender = 'M'",upward search,attr = D → root,0.925,0.76,否
q_00565,rare_tag = 'X' AND attr = 'Z',covering search,attr = income,0.926,0.32,否
q_00566,rare_tag = 'X' AND attr = 'Z',covering search,attr = country,0.967,1.32,否
q_00567,"income ∈ [50k, 100k] AND hobby = 'Music'",root search,root,0.943,0.31,否
q_00568,city = 'Beijing',upward search,attr = D → root,0.961,0.42,否
q_00569,"age ∈ [20,60] AND attr = 'D'",root search,root,0.95,0.28,否
q_00570,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.949,0.3,否
q_00571,city = 'Beijing',root search,root,0.963,0.84,否
q_00572,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = age,0.928,0.21,否
q_00573,department = 'R&D',root search,root,0.957,1.25,否
q_00574,"age ∈ [20,60] AND attr = 'D'",root search,root,0.946,1.27,否
q_00575,rare_tag = 'X' AND attr = 'Z',covering search,attr = age,0.938,0.98,否
q_00576,"income ∈ [50k, 100k] AND hobby = 'Music'",covering search,attr = income,0.931,0.72,否
q_00577,"age ∈ [20,60] AND country = 'US'",root search,root,0.962,0.84,否
q_00578,city = 'Beijing',covering search,attr = income,0.943,1.26,否
